locus_tag	ftype	length_bp	gene	EC_number	COG	product
FCDJCBPM_02526	gene	630	hflD			
FCDJCBPM_02527	gene	1371	purB			
FCDJCBPM_02528	gene	672	phoP			
FCDJCBPM_02529	gene	1467	phoQ			
FCDJCBPM_02530	gene	1122	roxA			
FCDJCBPM_02531	gene	1263	pepT_2			
FCDJCBPM_02532	gene	831	cobB			
FCDJCBPM_02533	gene	1245	lolE			
FCDJCBPM_02534	gene	708	lolD_1			
FCDJCBPM_02535	gene	1203	lolC			
FCDJCBPM_02536	gene	3450	mfd			
FCDJCBPM_02537	gene	540				
FCDJCBPM_02538	gene	1305	ndh			
FCDJCBPM_02539	gene	543				
FCDJCBPM_02540	gene	903	yedA_2			
FCDJCBPM_02541	gene	831	thiK			
FCDJCBPM_02542	gene	585	lpoB			
FCDJCBPM_02543	gene	384				
FCDJCBPM_02544	gene	348				
FCDJCBPM_02545	gene	225				
FCDJCBPM_02546	gene	1437	ptsG_2			
FCDJCBPM_02547	gene	798	ycfH			
FCDJCBPM_02548	gene	996	holB			
FCDJCBPM_02549	gene	642	tmk			
FCDJCBPM_02550	gene	1026	mltG			
FCDJCBPM_02551	gene	798	pabC			
FCDJCBPM_02552	gene	1242	fabF_2			
FCDJCBPM_02553	gene	237	acpP			
FCDJCBPM_02554	gene	735	fabG_4			
FCDJCBPM_02555	gene	930	fabD			
FCDJCBPM_02556	gene	954	fabH			
FCDJCBPM_02557	gene	1035	plsX			
FCDJCBPM_02558	gene	171	rpmF			
FCDJCBPM_02559	gene	522	yceD			
FCDJCBPM_02560	gene	591	yceF			
FCDJCBPM_02561	gene	987	rluC			
FCDJCBPM_02562	gene	3894	rne			
FCDJCBPM_02563	gene	1068	pyrC			
FCDJCBPM_02564	gene	249	dinI			
FCDJCBPM_02565	gene	279				
FCDJCBPM_02566	gene	249	bssS			
FCDJCBPM_02567	gene	1122	solA			
FCDJCBPM_02568	gene	1056				
FCDJCBPM_02569	gene	1098	namA_1			
FCDJCBPM_02570	gene	924	lpxL			
FCDJCBPM_02571	gene	1227	sbnD_3			
FCDJCBPM_02572	gene	417				
FCDJCBPM_02573	gene	381				
FCDJCBPM_02574	gene	231				
FCDJCBPM_02575	gene	642				
FCDJCBPM_02576	gene	2541	mdoH			
FCDJCBPM_02577	gene	1569	mdoG			
FCDJCBPM_02578	gene	519	ymdB			
FCDJCBPM_02579	gene	1191				
FCDJCBPM_02580	gene	165				
FCDJCBPM_02581	gene	183				
FCDJCBPM_02582	gene	867	ydaD_2			
FCDJCBPM_02583	gene	441	tfaE			
FCDJCBPM_02584	gene	723	yedJ			
FCDJCBPM_02585	gene	225				
FCDJCBPM_02586	gene	615	estB			
FCDJCBPM_02587	gene	912	dmlR_7			
FCDJCBPM_02588	gene	1179				
FCDJCBPM_02589	gene	285				
FCDJCBPM_02590	gene	954				
FCDJCBPM_02591	gene	714				
FCDJCBPM_02592	gene	582				
FCDJCBPM_02593	gene	261				
FCDJCBPM_02594	gene	252				
FCDJCBPM_02595	gene	969				
FCDJCBPM_02596	gene	327	higB-2_1			
FCDJCBPM_02597	gene	297				
FCDJCBPM_02598	gene	333	higB-2_2			
FCDJCBPM_02599	gene	291	higA-2			
FCDJCBPM_02600	gene	450				
FCDJCBPM_02601	gene	1677				
FCDJCBPM_02602	gene	540				
FCDJCBPM_02603	gene	726				
FCDJCBPM_02604	gene	432				
FCDJCBPM_02605	gene	2097				
FCDJCBPM_02606	gene	588				
FCDJCBPM_02607	gene	1185				
FCDJCBPM_02608	gene	330				
FCDJCBPM_02609	gene	1968				
FCDJCBPM_02610	gene	258				
FCDJCBPM_02611	gene	333				
FCDJCBPM_02612	gene	372				
FCDJCBPM_02613	gene	297				
FCDJCBPM_02614	gene	456				
FCDJCBPM_02615	gene	1128				
FCDJCBPM_02616	gene	705				
FCDJCBPM_02617	gene	483				
FCDJCBPM_02618	gene	453				
FCDJCBPM_02619	gene	738				
FCDJCBPM_02620	gene	1029				
FCDJCBPM_02621	gene	837				
FCDJCBPM_02622	gene	1782				
FCDJCBPM_02623	gene	1020				
FCDJCBPM_02624	gene	276				
FCDJCBPM_02625	gene	2658				
FCDJCBPM_02626	gene	363				
FCDJCBPM_02627	gene	1002	xerC_2			
FCDJCBPM_02628	gene	86				
FCDJCBPM_02629	gene	74				
FCDJCBPM_02630	gene	189				
FCDJCBPM_02631	gene	75				
FCDJCBPM_02632	gene	549	pgsA			
FCDJCBPM_02633	gene	1833	uvrC			
FCDJCBPM_02634	gene	657	uvrY			
FCDJCBPM_02635	gene	225				
FCDJCBPM_02636	gene	426				
FCDJCBPM_02637	gene	333				
FCDJCBPM_02638	gene	1032	nphR			
FCDJCBPM_02639	gene	186				
FCDJCBPM_02640	gene	714				
FCDJCBPM_02641	gene	1938				
FCDJCBPM_02642	gene	76				
FCDJCBPM_02643	gene	711	rhaR_2			
FCDJCBPM_02644	gene	258				
FCDJCBPM_02645	gene	600	wrbA			
FCDJCBPM_02646	gene	210	yccJ			
FCDJCBPM_02647	gene	210	hha			
FCDJCBPM_02648	gene	291				
FCDJCBPM_02649	gene	267	iraP_1			
FCDJCBPM_02650	gene	918	argP_3			
FCDJCBPM_02651	gene	297				
FCDJCBPM_02652	gene	1560				
FCDJCBPM_02653	gene	987	slrP_1			
FCDJCBPM_02654	gene	1986				
FCDJCBPM_02655	gene	111				
FCDJCBPM_02656	gene	88				
FCDJCBPM_02657	gene	660	yccA			
FCDJCBPM_02658	gene	327	tusE			
FCDJCBPM_02659	gene	285	yccX			
FCDJCBPM_02660	gene	1194	rlmI			
FCDJCBPM_02661	gene	318	hspQ			
FCDJCBPM_02662	gene	414	yccU			
FCDJCBPM_02663	gene	645				
FCDJCBPM_02664	gene	462	mgsA			
FCDJCBPM_02665	gene	2055	helD			
FCDJCBPM_02666	gene	447	yccF			
FCDJCBPM_02667	gene	2130	yccS			
FCDJCBPM_02668	gene	600	sxy			
FCDJCBPM_02669	gene	507	sulA			
FCDJCBPM_02670	gene	1083	ompA			
FCDJCBPM_02671	gene	558				
FCDJCBPM_02672	gene	243				
FCDJCBPM_02673	gene	1278				
FCDJCBPM_02674	gene	459	matP			
FCDJCBPM_02675	gene	1752	lon_1			
FCDJCBPM_02676	gene	519	fabA			
FCDJCBPM_02677	gene	663	pqiC			
FCDJCBPM_02678	gene	1641	pqiB			
FCDJCBPM_02679	gene	1278	pqiA			
FCDJCBPM_02680	gene	1923	uup			
FCDJCBPM_02681	gene	2127	rlmL			
FCDJCBPM_02682	gene	1107	ycbX_2			
FCDJCBPM_02683	gene	549	zapC			
FCDJCBPM_02684	gene	1011	pyrD			
FCDJCBPM_02685	gene	2619	pepN			
FCDJCBPM_02686	gene	1269	pncB			
FCDJCBPM_02687	gene	1401	asnS			
FCDJCBPM_02688	gene	1107	ompF_2			
FCDJCBPM_02689	gene	1191	aspC			
FCDJCBPM_02690	gene	630	gloC			
FCDJCBPM_02691	gene	549				
FCDJCBPM_02692	gene	1785	ycbB			
FCDJCBPM_02693	gene	372				
FCDJCBPM_02694	gene	4464	mukB			
FCDJCBPM_02695	gene	738	mukE			
FCDJCBPM_02696	gene	1323	mukF			
FCDJCBPM_02697	gene	789	cmoM_2			
FCDJCBPM_02698	gene	828				
FCDJCBPM_02699	gene	243				
FCDJCBPM_02700	gene	894				
FCDJCBPM_02701	gene	756	kdsB			
FCDJCBPM_02702	gene	183				
FCDJCBPM_02703	gene	1014	lpxK			
FCDJCBPM_02704	gene	1749	msbA_1			
FCDJCBPM_02705	gene	2283				
FCDJCBPM_02706	gene	1260				
FCDJCBPM_02707	gene	285	ihfB			
FCDJCBPM_02708	gene	1677	rpsA			
FCDJCBPM_02709	gene	684	cmk			
FCDJCBPM_02710	gene	1308	aroA			
FCDJCBPM_02711	gene	1086	serC			
FCDJCBPM_02712	gene	1767	ycaO			
FCDJCBPM_02713	gene	858	focA			
FCDJCBPM_02714	gene	2283	pflB			
FCDJCBPM_02715	gene	741	pflA			
FCDJCBPM_02716	gene	1758	bacA			
FCDJCBPM_02717	gene	1146	ycaD			
FCDJCBPM_02718	gene	1293	serS			
FCDJCBPM_02719	gene	1344	rarA			
FCDJCBPM_02720	gene	612	lolA			
FCDJCBPM_02721	gene	3549				
FCDJCBPM_02722	gene	498	lrp_1			
FCDJCBPM_02723	gene	969	trxB			
FCDJCBPM_02724	gene	1764	cydD			
FCDJCBPM_02725	gene	1794	msbA_2			
FCDJCBPM_02726	gene	723	aat			
FCDJCBPM_02727	gene	219	infA			
FCDJCBPM_02728	gene	2274	clpA			
FCDJCBPM_02729	gene	321	clpS			
FCDJCBPM_02730	gene	297				
FCDJCBPM_02731	gene	912	lysO			
FCDJCBPM_02732	gene	1722	poxB			
FCDJCBPM_02733	gene	1053	ltaE			
FCDJCBPM_02734	gene	849	amiD_1			
FCDJCBPM_02735	gene	552	ybjP			
FCDJCBPM_02736	gene	750	artP			
FCDJCBPM_02737	gene	732	artI			
FCDJCBPM_02738	gene	717	artQ			
FCDJCBPM_02739	gene	669	artM			
FCDJCBPM_02740	gene	1188	rlmC			
FCDJCBPM_02741	gene	498	ybjO			
FCDJCBPM_02742	gene	846	ydcV_2			
FCDJCBPM_02743	gene	960	potH			
FCDJCBPM_02744	gene	1143	potA_3			
FCDJCBPM_02745	gene	1110	potF			
FCDJCBPM_02746	gene	480	ybjN			
FCDJCBPM_02747	gene	891	rimK			
FCDJCBPM_02748	gene	267	grxA			
FCDJCBPM_02749	gene	369				
FCDJCBPM_02750	gene	1284	sdaC			
FCDJCBPM_02751	gene	1194	dacC			
FCDJCBPM_02752	gene	627	gstB_2			
FCDJCBPM_02753	gene	1116	yliI			
FCDJCBPM_02754	gene	831	hel			
FCDJCBPM_02755	gene	906	gsiD_2			
FCDJCBPM_02756	gene	921	gsiC_2			
FCDJCBPM_02757	gene	1542	gsiB_3			
FCDJCBPM_02758	gene	1947	gsiA_2			
FCDJCBPM_02759	gene	957	iaaA			
FCDJCBPM_02760	gene	1242	moeA			
FCDJCBPM_02761	gene	756	moeB			
FCDJCBPM_02762	gene	1041	rlmF			
FCDJCBPM_02763	gene	1596	ybiT			
FCDJCBPM_02764	gene	519	ompX_1			
FCDJCBPM_02765	gene	504	dps			
FCDJCBPM_02766	gene	267	ybiI			
FCDJCBPM_02767	gene	642				
FCDJCBPM_02768	gene	231				
FCDJCBPM_02769	gene	1860				
FCDJCBPM_02770	gene	981	ybiB			
FCDJCBPM_02771	gene	621	paiB			
FCDJCBPM_02772	gene	2142	dinG			
FCDJCBPM_02773	gene	537				
FCDJCBPM_02774	gene	105				
FCDJCBPM_02775	gene	744	yehW			
FCDJCBPM_02776	gene	942	yehX			
FCDJCBPM_02777	gene	1149	yehY			
FCDJCBPM_02778	gene	933	yehZ			
FCDJCBPM_02779	gene	543	idi			
FCDJCBPM_02780	gene	912				
FCDJCBPM_02781	gene	2292				
FCDJCBPM_02782	gene	1008	iolG_2			
FCDJCBPM_02783	gene	480				
FCDJCBPM_02784	gene	693				
FCDJCBPM_02785	gene	963	pbpG			
FCDJCBPM_02786	gene	1374	aaeA_3			
FCDJCBPM_02787	gene	1569	emrB_3			
FCDJCBPM_02788	gene	1572	oprM_3			
FCDJCBPM_02789	gene	375				
FCDJCBPM_02790	gene	2439	gcd_4			
FCDJCBPM_02791	gene	780	gpmA_1			
FCDJCBPM_02792	gene	912				
FCDJCBPM_02793	gene	543				
FCDJCBPM_02794	gene	714	glnP_1			
FCDJCBPM_02795	gene	759	gltJ_2			
FCDJCBPM_02796	gene	822	glnQ_8			
FCDJCBPM_02797	gene	828	glnH_4			
FCDJCBPM_02798	gene	807				
FCDJCBPM_02799	gene	948	dusC			
FCDJCBPM_02800	gene	1485	rhlE_2			
FCDJCBPM_02801	gene	177				
FCDJCBPM_02802	gene	753	tcyC			
FCDJCBPM_02803	gene	999	dcyD			
FCDJCBPM_02804	gene	711	ybhL			
FCDJCBPM_02805	gene	492	moaE			
FCDJCBPM_02806	gene	246	moaD			
FCDJCBPM_02807	gene	483	moaC			
FCDJCBPM_02808	gene	987	moaA_3			
FCDJCBPM_02809	gene	912	ybhK			
FCDJCBPM_02809	CDS	912	ybhK		COG0391	Putative gluconeogenesis factor
FCDJCBPM_02810	gene	2010	uvrB			
FCDJCBPM_02811	gene	711	livF_1			
FCDJCBPM_02812	gene	693	bioD1_2			
FCDJCBPM_02813	gene	789	bioC			
FCDJCBPM_02814	gene	1176	bioF			
FCDJCBPM_02815	gene	1110	bioB			
FCDJCBPM_02816	gene	1290	bioA			
FCDJCBPM_02817	gene	681	hchA_1			
FCDJCBPM_02818	gene	480				
FCDJCBPM_02819	gene	996	pgl_2			
FCDJCBPM_02820	gene	822	ybhA			
FCDJCBPM_02821	gene	1110	ddlA_2			
FCDJCBPM_02822	gene	177	acrZ			
FCDJCBPM_02823	gene	792	modE			
FCDJCBPM_02824	gene	1473	modF			
FCDJCBPM_02825	gene	171				
FCDJCBPM_02826	gene	1017	galE_2			
FCDJCBPM_02827	gene	1053	galT			
FCDJCBPM_02828	gene	1149	galK			
FCDJCBPM_02829	gene	1047	galM			
FCDJCBPM_02830	gene	753	gpmA_2			
FCDJCBPM_02831	gene	1053	aroG			
FCDJCBPM_02832	gene	369				
FCDJCBPM_02833	gene	1008	zitB			
FCDJCBPM_02834	gene	735	cpdA_3			
FCDJCBPM_02835	gene	1047	nadA			
FCDJCBPM_02836	gene	76				
FCDJCBPM_02837	gene	76				
FCDJCBPM_02838	gene	789	cpoB			
FCDJCBPM_02839	gene	519	pal			
FCDJCBPM_02840	gene	1293	tolB			
FCDJCBPM_02841	gene	1221				
FCDJCBPM_02842	gene	423	tolR			
FCDJCBPM_02843	gene	687	tolQ_1			
FCDJCBPM_02844	gene	405	ybgC			
FCDJCBPM_02845	gene	297				
FCDJCBPM_02846	gene	114	cydX			
FCDJCBPM_02847	gene	1140	cydB			
FCDJCBPM_02848	gene	1569	cydA			
FCDJCBPM_02849	gene	177				
FCDJCBPM_02850	gene	873	sucD			
FCDJCBPM_02851	gene	1167	sucC			
FCDJCBPM_02852	gene	1221	sucB			
FCDJCBPM_02853	gene	2808	sucA			
FCDJCBPM_02854	gene	717	sdhB			
FCDJCBPM_02855	gene	1767	sdhA			
FCDJCBPM_02856	gene	348	sdhD			
FCDJCBPM_02857	gene	282	sdhC			
FCDJCBPM_02858	gene	1281	gltA			
FCDJCBPM_02859	gene	933	pxpC_3			
FCDJCBPM_02860	gene	681	pxpB_3			
FCDJCBPM_02861	gene	744	ybgI			
FCDJCBPM_02862	gene	1482	phrB_1			
FCDJCBPM_02863	gene	954				
FCDJCBPM_02864	gene	1644	pgm			
FCDJCBPM_02865	gene	555	seqA			
FCDJCBPM_02866	gene	786	ybfF			
FCDJCBPM_02867	gene	288	ybfE			
FCDJCBPM_02868	gene	516	fldA			
FCDJCBPM_02869	gene	468	fur			
FCDJCBPM_02870	gene	894				
FCDJCBPM_02871	gene	1671	glnS			
FCDJCBPM_02872	gene	2004	nagE			
FCDJCBPM_02873	gene	804	nagB			
FCDJCBPM_02874	gene	1143	nagA			
FCDJCBPM_02875	gene	1239	nagC			
FCDJCBPM_02876	gene	1662	asnB			
FCDJCBPM_02877	gene	77				
FCDJCBPM_02878	gene	85				
FCDJCBPM_02879	gene	75				
FCDJCBPM_02880	gene	75				
FCDJCBPM_02881	gene	77				
FCDJCBPM_02882	gene	74				
FCDJCBPM_02883	gene	75				
FCDJCBPM_02884	gene	1269				
FCDJCBPM_02885	gene	450				
FCDJCBPM_02886	gene	312				
FCDJCBPM_02887	gene	1182	ubiF			
FCDJCBPM_02888	gene	1425	miaB			
FCDJCBPM_02889	gene	1095	ybeZ			
FCDJCBPM_02890	gene	471	ybeY			
FCDJCBPM_02891	gene	879	corC			
FCDJCBPM_02892	gene	1533	lnt			
FCDJCBPM_02893	gene	582				
FCDJCBPM_02894	gene	897	gltI			
FCDJCBPM_02895	gene	741	gltJ_3			
FCDJCBPM_02896	gene	678	gltK			
FCDJCBPM_02897	gene	726	glnQ_9			
FCDJCBPM_02898	gene	480				
FCDJCBPM_02899	gene	2583	leuS			
FCDJCBPM_02900	gene	579	lptE			
FCDJCBPM_02901	gene	1032	holA			
FCDJCBPM_02902	gene	654	nadD			
FCDJCBPM_02903	gene	318	rsfS			
FCDJCBPM_02904	gene	471	rlmH			
FCDJCBPM_02905	gene	1905	mrdA			
FCDJCBPM_02906	gene	1113	mrdB			
FCDJCBPM_02907	gene	1161	rlpA			
FCDJCBPM_02908	gene	1212	dacA			
FCDJCBPM_02909	gene	264				
FCDJCBPM_02910	gene	660	lipB			
FCDJCBPM_02911	gene	966	lipA			
FCDJCBPM_02912	gene	201	tatA_2			
FCDJCBPM_02913	gene	393	crcB			
FCDJCBPM_02914	gene	210	cspE			
FCDJCBPM_02915	gene	768				
FCDJCBPM_02916	gene	924	lpxP			
FCDJCBPM_02917	gene	480				
FCDJCBPM_02918	gene	300				
FCDJCBPM_02919	gene	855	amiD_2			
FCDJCBPM_02920	gene	5661				
FCDJCBPM_02921	gene	5448				
FCDJCBPM_02922	gene	252				
FCDJCBPM_02923	gene	300				
FCDJCBPM_02924	gene	282				
FCDJCBPM_02925	gene	327				
FCDJCBPM_02926	gene	252				
FCDJCBPM_02927	gene	960	ytfF			
FCDJCBPM_02928	gene	834	rhaS_6			
FCDJCBPM_02929	gene	213				
FCDJCBPM_02930	gene	1104	wecH_2			
FCDJCBPM_02931	gene	2664	dgaR_2			
FCDJCBPM_02932	gene	483				
FCDJCBPM_02933	gene	1179	ugl_1			
FCDJCBPM_02934	gene	492				
FCDJCBPM_02935	gene	807	agaC_2			
FCDJCBPM_02936	gene	840	manZ_4			
FCDJCBPM_02937	gene	984	pdxB_2			
FCDJCBPM_02938	gene	468				
FCDJCBPM_02939	gene	252				
FCDJCBPM_02940	gene	456				
FCDJCBPM_02941	gene	714				
FCDJCBPM_02942	gene	699				
FCDJCBPM_02943	gene	93				
FCDJCBPM_02944	gene	717				
FCDJCBPM_02945	gene	141				
FCDJCBPM_02946	gene	420				
FCDJCBPM_02947	gene	714				
FCDJCBPM_02948	gene	378	umuD_3			
FCDJCBPM_02949	gene	1074				
FCDJCBPM_02950	gene	201				
FCDJCBPM_02951	gene	714				
FCDJCBPM_02952	gene	372	umuD_4			
FCDJCBPM_02953	gene	813				
FCDJCBPM_02954	gene	2406				
FCDJCBPM_02955	gene	990				
FCDJCBPM_02956	gene	678				
FCDJCBPM_02957	gene	279				
FCDJCBPM_02958	gene	3129				
FCDJCBPM_02959	gene	222				
FCDJCBPM_02960	gene	342				
FCDJCBPM_02961	gene	279				
FCDJCBPM_02962	gene	372				
FCDJCBPM_02963	gene	225				
FCDJCBPM_02964	gene	921				
FCDJCBPM_02965	gene	510				
FCDJCBPM_02966	gene	408				
FCDJCBPM_02967	gene	168				
FCDJCBPM_02968	gene	705				
FCDJCBPM_02969	gene	330				
FCDJCBPM_02970	gene	126				
FCDJCBPM_02971	gene	3180				
FCDJCBPM_02972	gene	369				
FCDJCBPM_02973	gene	234				
FCDJCBPM_02974	gene	447				
FCDJCBPM_02975	gene	945				
FCDJCBPM_02976	gene	411				
FCDJCBPM_02977	gene	450				
FCDJCBPM_02978	gene	357				
FCDJCBPM_02979	gene	483				
FCDJCBPM_02980	gene	591				
FCDJCBPM_02981	gene	1452				
FCDJCBPM_02982	gene	975				
FCDJCBPM_02983	gene	699				
FCDJCBPM_02984	gene	387				
FCDJCBPM_02985	gene	915				
FCDJCBPM_02986	gene	1410				
FCDJCBPM_02987	gene	1482				
FCDJCBPM_02988	gene	519				
FCDJCBPM_02989	gene	528				
FCDJCBPM_02990	gene	210				
FCDJCBPM_02991	gene	297				
FCDJCBPM_02992	gene	351				
FCDJCBPM_02993	gene	468				
FCDJCBPM_02994	gene	264				
FCDJCBPM_02995	gene	273				
FCDJCBPM_02996	gene	411	hicB			
FCDJCBPM_02997	gene	735				
FCDJCBPM_02998	gene	549				
FCDJCBPM_02999	gene	633				
FCDJCBPM_03000	gene	390				
FCDJCBPM_03001	gene	597				
FCDJCBPM_03002	gene	336				
FCDJCBPM_03003	gene	450				
FCDJCBPM_03004	gene	288				
FCDJCBPM_03005	gene	99				
FCDJCBPM_03006	gene	264				
FCDJCBPM_03007	gene	261				
FCDJCBPM_03008	gene	201				
FCDJCBPM_03009	gene	852				
FCDJCBPM_03010	gene	879				
FCDJCBPM_03011	gene	297				
FCDJCBPM_03012	gene	687	lexA_2			
FCDJCBPM_03013	gene	174				
FCDJCBPM_03014	gene	624				
FCDJCBPM_03015	gene	378				
FCDJCBPM_03016	gene	249				
FCDJCBPM_03017	gene	492				
FCDJCBPM_03018	gene	384				
FCDJCBPM_03019	gene	429				
FCDJCBPM_03020	gene	219				
FCDJCBPM_03021	gene	369				
FCDJCBPM_03022	gene	135				
FCDJCBPM_03023	gene	111				
FCDJCBPM_03024	gene	198				
FCDJCBPM_03025	gene	621				
FCDJCBPM_03026	gene	270				
FCDJCBPM_03027	gene	162				
FCDJCBPM_03028	gene	306				
FCDJCBPM_03029	gene	252				
FCDJCBPM_03030	gene	480				
FCDJCBPM_03031	gene	267				
FCDJCBPM_03032	gene	699				
FCDJCBPM_03033	gene	174				
FCDJCBPM_03034	gene	213				
FCDJCBPM_03035	gene	177				
FCDJCBPM_03036	gene	216				
FCDJCBPM_03037	gene	1161				
FCDJCBPM_03038	gene	77				
FCDJCBPM_03039	gene	873	folD			
FCDJCBPM_03040	gene	213	ybcJ			
FCDJCBPM_03041	gene	1386	cysS			
FCDJCBPM_03042	gene	495	ppiB			
FCDJCBPM_03043	gene	720	lpxH			
FCDJCBPM_03044	gene	423				
FCDJCBPM_03045	gene	510	purE			
FCDJCBPM_03046	gene	1071	purK			
FCDJCBPM_03047	gene	2232	icd			
FCDJCBPM_03048	gene	2433				
FCDJCBPM_03049	gene	522	lolD_2			
FCDJCBPM_03050	gene	672	tesA			
FCDJCBPM_03051	gene	789				
FCDJCBPM_03052	gene	855	cnoX			
FCDJCBPM_03053	gene	918	qmcA			
FCDJCBPM_03054	gene	459	ybbJ			
FCDJCBPM_03055	gene	423	cueR			
FCDJCBPM_03056	gene	1029				
FCDJCBPM_03057	gene	231	copA_1			
FCDJCBPM_03058	gene	2355	copA_2			
FCDJCBPM_03059	gene	801				
FCDJCBPM_03060	gene	483	ybaK			
FCDJCBPM_03061	gene	1686	ybaL			
FCDJCBPM_03062	gene	966	hemH			
FCDJCBPM_03063	gene	645	adk			
FCDJCBPM_03064	gene	1908	htpG			
FCDJCBPM_03065	gene	606	recR			
FCDJCBPM_03066	gene	330	ybaB			
FCDJCBPM_03067	gene	2415	ruvB_2			
FCDJCBPM_03068	gene	552	apt			
FCDJCBPM_03069	gene	531	priC			
FCDJCBPM_03070	gene	150				
FCDJCBPM_03071	gene	660	acrR			
FCDJCBPM_03072	gene	1197	acrA			
FCDJCBPM_03073	gene	3165	acrB_2			
FCDJCBPM_03074	gene	258	rpmE2			
FCDJCBPM_03075	gene	141	ykgO			
FCDJCBPM_03076	gene	360	tomB			
FCDJCBPM_03077	gene	204	ymoA			
FCDJCBPM_03078	gene	330	atl			
FCDJCBPM_03079	gene	558	ybaY			
FCDJCBPM_03080	gene	1287	amtB			
FCDJCBPM_03081	gene	339	glnK			
FCDJCBPM_03082	gene	1776	mdlB			
FCDJCBPM_03083	gene	1773	yheI			
FCDJCBPM_03084	gene	1038	sbnA			
FCDJCBPM_03085	gene	696	queC			
FCDJCBPM_03086	gene	711				
FCDJCBPM_03087	gene	1887	ppiD			
FCDJCBPM_03088	gene	273	hupB			
FCDJCBPM_03089	gene	2361	lon_2			
FCDJCBPM_03090	gene	1275	clpX			
FCDJCBPM_03091	gene	624	clpP_2			
FCDJCBPM_03092	gene	1305	tig			
FCDJCBPM_03093	gene	318	bolA			
FCDJCBPM_03094	gene	579				
FCDJCBPM_03095	gene	1488	ampG			
FCDJCBPM_03096	gene	936	cyoA			
FCDJCBPM_03097	gene	1995	cyoB			
FCDJCBPM_03098	gene	615	cyoC			
FCDJCBPM_03099	gene	333	cyoD			
FCDJCBPM_03100	gene	891	cyoE			
FCDJCBPM_03101	gene	1362	yajR			
FCDJCBPM_03102	gene	492				
FCDJCBPM_03103	gene	912	panE_2			
FCDJCBPM_03104	gene	591	yajL_2			
FCDJCBPM_03105	gene	1452	thiI			
FCDJCBPM_03106	gene	249	xseB			
FCDJCBPM_03107	gene	903	ispA			
FCDJCBPM_03108	gene	1863	dxs			
FCDJCBPM_03109	gene	975	yajO_4			
FCDJCBPM_03110	gene	501	pgpA			
FCDJCBPM_03111	gene	987	thiL			
FCDJCBPM_03112	gene	420	nusB			
FCDJCBPM_03113	gene	471	ribH			
FCDJCBPM_03114	gene	1128	ribD			
FCDJCBPM_03115	gene	450	nrdR			
FCDJCBPM_03116	gene	594	yajI			
FCDJCBPM_03117	gene	972	secF			
FCDJCBPM_03118	gene	1821	secD			
FCDJCBPM_03119	gene	333	yajC			
FCDJCBPM_03120	gene	1149	tgt			
FCDJCBPM_03121	gene	1074	queA			
FCDJCBPM_03122	gene	648	acpH			
FCDJCBPM_03123	gene	774	amiD_3			
FCDJCBPM_03124	gene	972				
FCDJCBPM_03125	gene	603	ahpC_2			
FCDJCBPM_03126	gene	1368	proY			
FCDJCBPM_03127	gene	1317	brnQ			
FCDJCBPM_03128	gene	1104	metE_3			
FCDJCBPM_03129	gene	969	pstS_2			
FCDJCBPM_03130	gene	1338	phoR			
FCDJCBPM_03131	gene	768	phoB			
FCDJCBPM_03132	gene	1227	sbcD			
FCDJCBPM_03133	gene	3747				
FCDJCBPM_03134	gene	918	mak			
FCDJCBPM_03135	gene	1026				
FCDJCBPM_03136	gene	918	rdgC			
FCDJCBPM_03137	gene	297	ppnP			
FCDJCBPM_03138	gene	762	xynR_3			
FCDJCBPM_03139	gene	192	yaiA			
FCDJCBPM_03140	gene	525	aroL			
FCDJCBPM_03141	gene	234				
FCDJCBPM_03142	gene	1551	hcaD			
FCDJCBPM_03143	gene	1215	yhjX			
FCDJCBPM_03144	gene	654	queH			
FCDJCBPM_03145	gene	768				
FCDJCBPM_03146	gene	2100	fusA_2			
FCDJCBPM_03147	gene	699				
FCDJCBPM_03148	gene	261	bhsA_3			
FCDJCBPM_03149	gene	729	comR_6			
FCDJCBPM_03150	gene	1161	hipO_3			
FCDJCBPM_03151	gene	399	mdtJ			
FCDJCBPM_03152	gene	330	mdtI			
FCDJCBPM_03153	gene	1023				
FCDJCBPM_03154	gene	144				
FCDJCBPM_03155	gene	300	iraP_2			
FCDJCBPM_03156	gene	885	hexR_2			
FCDJCBPM_03157	gene	798				
FCDJCBPM_03158	gene	960				
FCDJCBPM_03159	gene	762	bacC_3			
FCDJCBPM_03160	gene	1023	rhaR_3			
FCDJCBPM_03161	gene	714				
FCDJCBPM_03162	gene	462	rhaS_7			
FCDJCBPM_03163	gene	627				
FCDJCBPM_03164	gene	276				
FCDJCBPM_03165	gene	1239				
FCDJCBPM_03166	gene	1440	dan			
FCDJCBPM_03167	gene	399	rutC_4			
FCDJCBPM_03168	gene	1476	sglT			
FCDJCBPM_03169	gene	864	hexR_3			
FCDJCBPM_03170	gene	1503	csbC			
FCDJCBPM_03171	gene	264				
FCDJCBPM_03172	gene	630	soj			
FCDJCBPM_03173	gene	450				
FCDJCBPM_03174	gene	168				
FCDJCBPM_03175	gene	90				
FCDJCBPM_03176	gene	798	argT_3			
FCDJCBPM_03177	gene	1116				
FCDJCBPM_03178	gene	150				
FCDJCBPM_03179	gene	789	fabG_5			
FCDJCBPM_03180	gene	897				
FCDJCBPM_03181	gene	822	glnH_5			
FCDJCBPM_03182	gene	723	yecS_4			
FCDJCBPM_03183	gene	750	glnQ_10			
