locus_tag	ftype	length_bp	gene	EC_number	COG	product
FCDJCBPM_00214	CDS	816	todF	3.7.1.25		2-hydroxy-6-oxo-2,4-heptadienoate hydrolase
FCDJCBPM_00215	gene	708	glaR			
FCDJCBPM_00215	CDS	708	glaR		COG1802	HTH-type transcriptional repressor GlaR
FCDJCBPM_00216	gene	483	decR			
FCDJCBPM_00216	CDS	483	decR		COG1522	DNA-binding transcriptional activator DecR
FCDJCBPM_00217	gene	1494	lcfB_1			
FCDJCBPM_00217	CDS	1494	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
FCDJCBPM_00218	gene	783	ribX_1			
FCDJCBPM_00218	CDS	783	ribX_1			Riboflavin transport system permease protein RibX
FCDJCBPM_00219	gene	774	tauB_1			
FCDJCBPM_00219	CDS	774	tauB_1	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
FCDJCBPM_00220	gene	1080				
FCDJCBPM_00220	CDS	1080				hypothetical protein
FCDJCBPM_00221	gene	435	paaI_1			
FCDJCBPM_00221	CDS	435	paaI_1	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
FCDJCBPM_00222	gene	1011	ccrA2_1			
FCDJCBPM_00222	CDS	1011	ccrA2_1	1.3.1.86	COG0604	Crotonyl-CoA reductase
FCDJCBPM_00223	gene	885				
FCDJCBPM_00223	CDS	885				hypothetical protein
FCDJCBPM_00224	gene	642	gstB_1			
FCDJCBPM_00224	CDS	642	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
FCDJCBPM_00225	gene	978	nlhH			
FCDJCBPM_00225	CDS	978	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
FCDJCBPM_00226	gene	1209	yhhS_1			
FCDJCBPM_00226	CDS	1209	yhhS_1			putative MFS-type transporter YhhS
FCDJCBPM_00227	gene	582				
FCDJCBPM_00227	CDS	582				hypothetical protein
FCDJCBPM_00228	gene	666	yhhQ			
FCDJCBPM_00228	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
FCDJCBPM_00229	gene	255	tusA			
FCDJCBPM_00229	CDS	255	tusA		COG0425	Sulfur carrier protein TusA
FCDJCBPM_00230	gene	627				
FCDJCBPM_00230	CDS	627				hypothetical protein
FCDJCBPM_00231	gene	321				
FCDJCBPM_00231	CDS	321				hypothetical protein
FCDJCBPM_00232	gene	291				
FCDJCBPM_00232	CDS	291				hypothetical protein
FCDJCBPM_00233	gene	606	rsmD			
FCDJCBPM_00233	CDS	606	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
FCDJCBPM_00234	gene	1623	ftsY			
FCDJCBPM_00234	CDS	1623	ftsY		COG0552	Signal recognition particle receptor FtsY
FCDJCBPM_00235	gene	669	ftsE			
FCDJCBPM_00235	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
FCDJCBPM_00236	gene	1017	ftsX			
FCDJCBPM_00236	CDS	1017	ftsX		COG2177	Cell division protein FtsX
FCDJCBPM_00237	gene	858	rpoH			
FCDJCBPM_00237	CDS	858	rpoH		COG0568	RNA polymerase sigma factor RpoH
FCDJCBPM_00238	gene	399	panM			
FCDJCBPM_00238	CDS	399	panM			PanD regulatory factor
FCDJCBPM_00239	gene	1323	ugpB_1			
FCDJCBPM_00239	CDS	1323	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
FCDJCBPM_00240	gene	888	ugpA_1			
FCDJCBPM_00240	CDS	888	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
FCDJCBPM_00241	gene	846	araQ_1			
FCDJCBPM_00241	CDS	846	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
FCDJCBPM_00242	gene	1224	ugpC_1			
FCDJCBPM_00242	CDS	1224	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
FCDJCBPM_00243	gene	750	ugpQ			
FCDJCBPM_00243	CDS	750	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
FCDJCBPM_00244	gene	267				
FCDJCBPM_00244	CDS	267				hypothetical protein
FCDJCBPM_00245	gene	1752	ggt			
FCDJCBPM_00245	CDS	1752	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
FCDJCBPM_00246	gene	966	bioP			
FCDJCBPM_00246	CDS	966	bioP		COG0697	Biotin transporter
FCDJCBPM_00247	gene	999	pipB2_1			
FCDJCBPM_00247	CDS	999	pipB2_1		COG1357	Secreted effector protein PipB2
FCDJCBPM_00248	gene	912	metR			
FCDJCBPM_00248	CDS	912	metR			HTH-type transcriptional regulator MetR
FCDJCBPM_00249	gene	2277	metE_1			
FCDJCBPM_00249	CDS	2277	metE_1	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
FCDJCBPM_00250	gene	828				
FCDJCBPM_00250	CDS	828				hypothetical protein
FCDJCBPM_00251	gene	768	udp			
FCDJCBPM_00251	CDS	768	udp	2.4.2.3	COG2820	Uridine phosphorylase
FCDJCBPM_00252	gene	528	yabI_1			
FCDJCBPM_00252	CDS	528	yabI_1		COG0586	Inner membrane protein YabI
FCDJCBPM_00253	gene	1611				
FCDJCBPM_00253	CDS	1611				hypothetical protein
FCDJCBPM_00254	gene	759	ubiE			
FCDJCBPM_00254	CDS	759	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
FCDJCBPM_00255	gene	609	ubiJ_1			
FCDJCBPM_00255	CDS	609	ubiJ_1		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
FCDJCBPM_00256	gene	1635	ubiB			
FCDJCBPM_00256	CDS	1635	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
FCDJCBPM_00257	gene	267	tatA_1			
FCDJCBPM_00257	CDS	267	tatA_1		COG1826	Sec-independent protein translocase protein TatA
FCDJCBPM_00258	gene	876	tatB			
FCDJCBPM_00258	CDS	876	tatB			Sec-independent protein translocase protein TatB
FCDJCBPM_00259	gene	771	tatC			
FCDJCBPM_00259	CDS	771	tatC		COG0805	Sec-independent protein translocase protein TatC
FCDJCBPM_00260	gene	492	rfaH			
FCDJCBPM_00260	CDS	492	rfaH		COG0250	Transcription antitermination protein RfaH
FCDJCBPM_00261	gene	1485	ubiD_1			
FCDJCBPM_00261	CDS	1485	ubiD_1	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
FCDJCBPM_00262	gene	702	fre			
FCDJCBPM_00262	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
FCDJCBPM_00263	gene	1329	pepQ			
FCDJCBPM_00263	CDS	1329	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
FCDJCBPM_00264	gene	618	yigZ			
FCDJCBPM_00264	CDS	618	yigZ		COG1739	IMPACT family member YigZ
FCDJCBPM_00265	gene	1452	trkH			
FCDJCBPM_00265	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
FCDJCBPM_00266	gene	549	hemG			
FCDJCBPM_00266	CDS	549	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
FCDJCBPM_00267	gene	1532				
FCDJCBPM_00267	rRNA	1532				16S ribosomal RNA
FCDJCBPM_00268	gene	76				
FCDJCBPM_00268	tRNA	76				tRNA-Glu(ttc)
FCDJCBPM_00269	gene	2900				
FCDJCBPM_00269	rRNA	2900				23S ribosomal RNA
FCDJCBPM_00270	gene	111				
FCDJCBPM_00270	rRNA	111				5S ribosomal RNA
FCDJCBPM_00271	gene	77				
FCDJCBPM_00271	tRNA	77				tRNA-Asp(gtc)
FCDJCBPM_00272	gene	76				
FCDJCBPM_00272	tRNA	76				tRNA-Trp(cca)
FCDJCBPM_00273	gene	960	ytfQ			
FCDJCBPM_00273	CDS	960	ytfQ			ABC transporter periplasmic-binding protein YtfQ
FCDJCBPM_00274	gene	1521	fruK_2			
FCDJCBPM_00274	CDS	1521	fruK_2	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
FCDJCBPM_00275	gene	1017	ytfT			
FCDJCBPM_00275	CDS	1017	ytfT			Inner membrane ABC transporter permease protein YtfT
FCDJCBPM_00276	gene	1041	yjfF			
FCDJCBPM_00276	CDS	1041	yjfF			Inner membrane ABC transporter permease protein YjfF
FCDJCBPM_00277	gene	825	gltC_1			
FCDJCBPM_00277	CDS	825	gltC_1			HTH-type transcriptional regulator GltC
FCDJCBPM_00278	gene	339				
FCDJCBPM_00278	CDS	339				hypothetical protein
FCDJCBPM_00279	gene	1527	comM			
FCDJCBPM_00279	CDS	1527	comM		COG0606	Competence protein ComM
FCDJCBPM_00280	gene	1647	ilvG_1			
FCDJCBPM_00280	CDS	1647	ilvG_1	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
FCDJCBPM_00281	gene	258	ilvM			
FCDJCBPM_00281	CDS	258	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
FCDJCBPM_00282	gene	930	ilvE			
FCDJCBPM_00282	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
FCDJCBPM_00283	gene	1851	ilvD			
FCDJCBPM_00283	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
FCDJCBPM_00284	gene	1545	ilvA			
FCDJCBPM_00284	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
FCDJCBPM_00285	gene	888	oxyR_2			
FCDJCBPM_00285	CDS	888	oxyR_2			Hydrogen peroxide-inducible genes activator
FCDJCBPM_00286	gene	1479	ilvC			
FCDJCBPM_00286	CDS	1479	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
FCDJCBPM_00287	gene	2028	rep			
FCDJCBPM_00287	CDS	2028	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
FCDJCBPM_00288	gene	1500	gppA			
FCDJCBPM_00288	CDS	1500	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
FCDJCBPM_00289	gene	1287	rhlB			
FCDJCBPM_00289	CDS	1287	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
FCDJCBPM_00290	gene	327	trxA			
FCDJCBPM_00290	CDS	327	trxA		COG0526	Thioredoxin 1
FCDJCBPM_00291	gene	1260	rho			
FCDJCBPM_00291	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
FCDJCBPM_00292	gene	387				
FCDJCBPM_00292	CDS	387				hypothetical protein
FCDJCBPM_00293	gene	1101	wecA			
FCDJCBPM_00293	CDS	1101	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
FCDJCBPM_00294	gene	1053	wzzE			
FCDJCBPM_00294	CDS	1053	wzzE		COG3765	ECA polysaccharide chain length modulation protein
FCDJCBPM_00295	gene	1125	wecB			
FCDJCBPM_00295	CDS	1125	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
FCDJCBPM_00296	gene	1263	wecC			
FCDJCBPM_00296	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
FCDJCBPM_00297	gene	1074	rffG			
FCDJCBPM_00297	CDS	1074	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
FCDJCBPM_00298	gene	882	rffH			
FCDJCBPM_00298	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
FCDJCBPM_00299	gene	744	wecD			
FCDJCBPM_00299	CDS	744	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
FCDJCBPM_00300	gene	1122	wecE			
FCDJCBPM_00300	CDS	1122	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
FCDJCBPM_00301	gene	1251	wzxE			
FCDJCBPM_00301	CDS	1251	wzxE		COG2244	Lipid III flippase
FCDJCBPM_00302	gene	1086	wecF			
FCDJCBPM_00302	CDS	1086	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
FCDJCBPM_00303	gene	1350	wzyE			
FCDJCBPM_00303	CDS	1350	wzyE			putative ECA polymerase
FCDJCBPM_00304	gene	741	wecG			
FCDJCBPM_00304	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
FCDJCBPM_00305	gene	77				
FCDJCBPM_00305	tRNA	77				tRNA-Arg(ccg)
FCDJCBPM_00306	gene	76				
FCDJCBPM_00306	tRNA	76				tRNA-His(gtg)
FCDJCBPM_00307	gene	87				
FCDJCBPM_00307	tRNA	87				tRNA-Leu(cag)
FCDJCBPM_00308	gene	77				
FCDJCBPM_00308	tRNA	77				tRNA-Pro(tgg)
FCDJCBPM_00309	gene	888	strE			
FCDJCBPM_00309	CDS	888	strE	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
FCDJCBPM_00310	gene	1185	arnB_1			
FCDJCBPM_00310	CDS	1185	arnB_1	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
FCDJCBPM_00311	gene	474	nudC_1			
FCDJCBPM_00311	CDS	474	nudC_1	3.6.1.22		NADH pyrophosphatase
FCDJCBPM_00312	gene	1584	araB_1			
FCDJCBPM_00312	CDS	1584	araB_1	2.7.1.16	COG1069	Ribulokinase
FCDJCBPM_00313	gene	1656				
FCDJCBPM_00313	CDS	1656				hypothetical protein
FCDJCBPM_00314	gene	1347	abaF_1			
FCDJCBPM_00314	CDS	1347	abaF_1			Fosfomycin resistance protein AbaF
FCDJCBPM_00315	gene	918	dapA_1			
FCDJCBPM_00315	CDS	918	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
FCDJCBPM_00316	gene	1515	thi4			
FCDJCBPM_00316	CDS	1515	thi4	2.4.2.59		Thiamine thiazole synthase
FCDJCBPM_00317	gene	1230	purR_1			
FCDJCBPM_00317	CDS	1230	purR_1			HTH-type transcriptional repressor PurR
FCDJCBPM_00318	gene	645	cat_1			
FCDJCBPM_00318	CDS	645	cat_1	2.3.1.28	COG0110	Chloramphenicol acetyltransferase
FCDJCBPM_00319	gene	1611	manR_2			
FCDJCBPM_00319	CDS	1611	manR_2		COG1762	Transcriptional regulator ManR
FCDJCBPM_00320	gene	471	manP_1			
FCDJCBPM_00320	CDS	471	manP_1		COG1299	PTS system mannose-specific EIIBCA component
FCDJCBPM_00321	gene	315	frwD_2			
FCDJCBPM_00321	CDS	315	frwD_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
FCDJCBPM_00322	gene	1092	fruA_2			
FCDJCBPM_00322	CDS	1092	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
FCDJCBPM_00323	gene	852	gatY_2			
FCDJCBPM_00323	CDS	852	gatY_2	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit GatY
FCDJCBPM_00324	gene	861	fbaA_1			
FCDJCBPM_00324	CDS	861	fbaA_1	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
FCDJCBPM_00325	gene	252				
FCDJCBPM_00325	CDS	252				hypothetical protein
FCDJCBPM_00326	gene	258				
FCDJCBPM_00326	CDS	258				hypothetical protein
FCDJCBPM_00327	gene	798	COQ3			
FCDJCBPM_00327	CDS	798	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
FCDJCBPM_00328	gene	846				
FCDJCBPM_00328	CDS	846		4.3.2.3		Ureidoglycolate lyase
FCDJCBPM_00329	gene	1299	hemY			
FCDJCBPM_00329	CDS	1299	hemY		COG3071	Protein HemY
FCDJCBPM_00330	gene	1218	hemX			
FCDJCBPM_00330	CDS	1218	hemX		COG2959	Protein HemX
FCDJCBPM_00331	gene	741	hemD			
FCDJCBPM_00331	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
FCDJCBPM_00332	gene	963	hemC			
FCDJCBPM_00332	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
FCDJCBPM_00333	gene	2553	cyaA			
FCDJCBPM_00333	CDS	2553	cyaA	4.6.1.1	COG3072	Adenylate cyclase
FCDJCBPM_00334	gene	222				
FCDJCBPM_00334	CDS	222				hypothetical protein
FCDJCBPM_00335	gene	825	dapF			
FCDJCBPM_00335	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
FCDJCBPM_00336	gene	705				
FCDJCBPM_00336	CDS	705				hypothetical protein
FCDJCBPM_00337	gene	912	xerC_1			
FCDJCBPM_00337	CDS	912	xerC_1		COG4973	Tyrosine recombinase XerC
FCDJCBPM_00338	gene	717	yigB			
FCDJCBPM_00338	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
FCDJCBPM_00339	gene	2163	uvrD			
FCDJCBPM_00339	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
FCDJCBPM_00340	gene	951	corA			
FCDJCBPM_00340	CDS	951	corA		COG0598	Magnesium transport protein CorA
FCDJCBPM_00341	gene	1071				
FCDJCBPM_00341	CDS	1071				hypothetical protein
FCDJCBPM_00342	gene	897	rarD			
FCDJCBPM_00342	CDS	897	rarD		COG2962	Protein RarD
FCDJCBPM_00343	gene	471				
FCDJCBPM_00343	CDS	471				hypothetical protein
FCDJCBPM_00344	gene	870	pldA			
FCDJCBPM_00344	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
FCDJCBPM_00345	gene	1842	recQ			
FCDJCBPM_00345	CDS	1842	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
FCDJCBPM_00346	gene	633	rhtC			
FCDJCBPM_00346	CDS	633	rhtC		COG1280	Threonine efflux protein
FCDJCBPM_00347	gene	996	pldB			
FCDJCBPM_00347	CDS	996	pldB	3.1.1.5	COG2267	Lysophospholipase L2
FCDJCBPM_00348	gene	807	yigL			
FCDJCBPM_00348	CDS	807	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
FCDJCBPM_00349	gene	696	yhhW			
FCDJCBPM_00349	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
FCDJCBPM_00350	gene	996	gntR			
FCDJCBPM_00350	CDS	996	gntR			HTH-type transcriptional regulator GntR
FCDJCBPM_00351	gene	1317	gntT_1			
FCDJCBPM_00351	CDS	1317	gntT_1		COG2610	High-affinity gluconate transporter
FCDJCBPM_00352	gene	594				
FCDJCBPM_00352	CDS	594				hypothetical protein
FCDJCBPM_00353	gene	1107	asd			
FCDJCBPM_00353	CDS	1107	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
FCDJCBPM_00354	gene	2190	glgB_1			
FCDJCBPM_00354	CDS	2190	glgB_1	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
FCDJCBPM_00355	gene	1980	glgX_1			
FCDJCBPM_00355	CDS	1980	glgX_1	3.2.1.196	COG1523	Glycogen debranching enzyme
FCDJCBPM_00356	gene	1287	glgC			
FCDJCBPM_00356	CDS	1287	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
FCDJCBPM_00357	gene	1431	glgA			
FCDJCBPM_00357	CDS	1431	glgA	2.4.1.21	COG0297	Glycogen synthase
FCDJCBPM_00358	gene	2448	malP_1			
FCDJCBPM_00358	CDS	2448	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
FCDJCBPM_00359	gene	1509	glpD			
FCDJCBPM_00359	CDS	1509	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
FCDJCBPM_00360	gene	324	glpE_1			
FCDJCBPM_00360	CDS	324	glpE_1	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
FCDJCBPM_00361	gene	849	glpG			
FCDJCBPM_00361	CDS	849	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
FCDJCBPM_00362	gene	759	glpR_1			
FCDJCBPM_00362	CDS	759	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
FCDJCBPM_00363	gene	2409	malP_2			
FCDJCBPM_00363	CDS	2409	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
FCDJCBPM_00364	gene	2148	malQ			
FCDJCBPM_00364	CDS	2148	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
FCDJCBPM_00365	gene	576	nfuA			
FCDJCBPM_00365	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
FCDJCBPM_00366	gene	684				
FCDJCBPM_00366	CDS	684				hypothetical protein
FCDJCBPM_00367	gene	774	bioH			
FCDJCBPM_00367	CDS	774	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
FCDJCBPM_00368	gene	1689	ycjM			
FCDJCBPM_00368	CDS	1689	ycjM	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
FCDJCBPM_00369	gene	243	feoC			
FCDJCBPM_00369	CDS	243	feoC			putative [Fe-S]-dependent transcriptional repressor
FCDJCBPM_00370	gene	2307	feoB			
FCDJCBPM_00370	CDS	2307	feoB		COG0370	Fe(2+) transporter FeoB
FCDJCBPM_00371	gene	228	feoA			
FCDJCBPM_00371	CDS	228	feoA		COG1918	Fe(2+) transport protein A
FCDJCBPM_00372	gene	2340	yhgF			
FCDJCBPM_00372	CDS	2340	yhgF		COG2183	Protein YhgF
FCDJCBPM_00373	gene	474	greB			
FCDJCBPM_00373	CDS	474	greB		COG0782	Transcription elongation factor GreB
FCDJCBPM_00374	gene	720	ompR_1			
FCDJCBPM_00374	CDS	720	ompR_1			Transcriptional regulatory protein OmpR
FCDJCBPM_00375	gene	1383	envZ			
FCDJCBPM_00375	CDS	1383	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
FCDJCBPM_00376	gene	1620	pckA_1			
FCDJCBPM_00376	CDS	1620	pckA_1	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
FCDJCBPM_00377	gene	879	hslO			
FCDJCBPM_00377	CDS	879	hslO		COG1281	33 kDa chaperonin
FCDJCBPM_00378	gene	423	hslR			
FCDJCBPM_00378	CDS	423	hslR		COG1188	Heat shock protein 15
FCDJCBPM_00379	gene	699	yrfG			
FCDJCBPM_00379	CDS	699	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
FCDJCBPM_00380	gene	2136	igaA			
FCDJCBPM_00380	CDS	2136	igaA			Intracellular growth attenuator protein igaA
FCDJCBPM_00381	gene	564	nudE			
FCDJCBPM_00381	CDS	564	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
FCDJCBPM_00382	gene	2559	mrcA			
FCDJCBPM_00382	CDS	2559	mrcA		COG5009	Penicillin-binding protein 1A
FCDJCBPM_00383	gene	870				
FCDJCBPM_00383	CDS	870				hypothetical protein
FCDJCBPM_00384	gene	537				
FCDJCBPM_00384	CDS	537				hypothetical protein
FCDJCBPM_00385	gene	687				
FCDJCBPM_00385	CDS	687				hypothetical protein
FCDJCBPM_00386	gene	1722	sctC_1			
FCDJCBPM_00386	CDS	1722	sctC_1			Type 3 secretion system secretin
FCDJCBPM_00387	gene	522	aroK_1			
FCDJCBPM_00387	CDS	522	aroK_1	2.7.1.71	COG0703	Shikimate kinase 1
FCDJCBPM_00388	gene	1086	aroB			
FCDJCBPM_00388	CDS	1086	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
FCDJCBPM_00389	gene	1053	damX			
FCDJCBPM_00389	CDS	1053	damX		COG3266	Cell division protein DamX
FCDJCBPM_00390	gene	813	dam			
FCDJCBPM_00390	CDS	813	dam	2.1.1.72	COG0338	DNA adenine methylase
FCDJCBPM_00391	gene	681	rpe			
FCDJCBPM_00391	CDS	681	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
FCDJCBPM_00392	gene	702	gph_1			
FCDJCBPM_00392	CDS	702	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
FCDJCBPM_00393	gene	1005	trpS			
FCDJCBPM_00393	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
FCDJCBPM_00394	gene	1281	codA			
FCDJCBPM_00394	CDS	1281	codA	3.5.4.1	COG0402	Cytosine deaminase
FCDJCBPM_00395	gene	1461	norG			
FCDJCBPM_00395	CDS	1461	norG		COG1167	HTH-type transcriptional regulator NorG
FCDJCBPM_00396	gene	258				
FCDJCBPM_00396	CDS	258				hypothetical protein
FCDJCBPM_00397	gene	1011	hoxN			
FCDJCBPM_00397	CDS	1011	hoxN			High-affinity nickel transport protein
FCDJCBPM_00398	gene	1185	tsgA			
FCDJCBPM_00398	CDS	1185	tsgA		COG0477	Protein TsgA
FCDJCBPM_00399	gene	573	ppiA			
FCDJCBPM_00399	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
FCDJCBPM_00400	gene	168	yhfG			
FCDJCBPM_00400	CDS	168	yhfG			putative protein YhfG
FCDJCBPM_00401	gene	603	fic			
FCDJCBPM_00401	CDS	603	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
FCDJCBPM_00402	gene	582	pabA			
FCDJCBPM_00402	CDS	582	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
FCDJCBPM_00403	gene	1224	argD_1			
FCDJCBPM_00403	CDS	1224	argD_1	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
FCDJCBPM_00404	gene	2085				
FCDJCBPM_00404	CDS	2085				hypothetical protein
FCDJCBPM_00405	gene	633	crp			
FCDJCBPM_00405	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
FCDJCBPM_00406	gene	207				
FCDJCBPM_00406	CDS	207				hypothetical protein
FCDJCBPM_00407	gene	408	yhfA			
FCDJCBPM_00407	CDS	408	yhfA		COG1765	Protein YhfA
FCDJCBPM_00408	gene	870	cfxP			
FCDJCBPM_00408	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
FCDJCBPM_00409	gene	222				
FCDJCBPM_00409	CDS	222				hypothetical protein
FCDJCBPM_00410	gene	603	eamB			
FCDJCBPM_00410	CDS	603	eamB		COG1280	Cysteine/O-acetylserine efflux protein
FCDJCBPM_00411	gene	1920	yheS			
FCDJCBPM_00411	CDS	1920	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
FCDJCBPM_00412	gene	567	ywrO			
FCDJCBPM_00412	CDS	567	ywrO	1.6.99.-	COG2249	General stress protein 14
FCDJCBPM_00413	gene	1845	kefC			
FCDJCBPM_00413	CDS	1845	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
FCDJCBPM_00414	gene	204				
FCDJCBPM_00414	CDS	204				hypothetical protein
FCDJCBPM_00415	gene	585				
FCDJCBPM_00415	CDS	585				hypothetical protein
FCDJCBPM_00416	gene	222	slyX			
FCDJCBPM_00416	CDS	222	slyX		COG2900	Protein SlyX 
FCDJCBPM_00417	gene	837	fkpA			
FCDJCBPM_00417	CDS	837	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
FCDJCBPM_00418	gene	723	dauR			
FCDJCBPM_00418	CDS	723	dauR		COG2964	Transcriptional regulator DauR
FCDJCBPM_00419	gene	393	tusD			
FCDJCBPM_00419	CDS	393	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
FCDJCBPM_00420	gene	360	tusC			
FCDJCBPM_00420	CDS	360	tusC		COG2923	Protein TusC
FCDJCBPM_00421	gene	288	tusB			
FCDJCBPM_00421	CDS	288	tusB		COG2168	Protein TusB
FCDJCBPM_00422	gene	375	rpsL			
